season,division,matchday,date,home_team,away_team,score,year,month,weekday,home_goals,away_goals,result,target,home_team_avg_goals_for,home_team_avg_goals_against,away_team_avg_goals_for,away_team_avg_goals_against,avg_goals_for_combined,avg_goals_against_combined,home_team_avg_goals_for,home_team_avg_goals_against,away_team_avg_goals_for,away_team_avg_goals_against
1993-1994,1,32,1994-04-06,CA Osasuna,CD Tenerife,1:0,1994,4,2,1.0,0.0,1,0,1.2,1.6,1.4,1.4,1.2999999999999998,1.5,2.2,0.6,1.0,2.6
1993-1994,1,32,1994-04-06,Real Sociedad,Valencia,0:0,1994,4,2,0.0,0.0,X,1,1.6,1.6,0.8,1.8,1.2000000000000002,1.7000000000000002,2.0,1.8,1.8,2.0
1993-1994,1,33,1994-04-06,Real Valladolid,Racing,0:3,1994,4,2,0.0,3.0,2,2,1.2,0.4,1.0,1.6,1.1,1.0,1.8,1.4,0.8,2.2
1993-1994,1,32,1994-04-06,Barcelona,Rayo Vallecano,1:0,1994,4,2,1.0,0.0,1,0,3.2,1.8,1.0,4.0,2.1,2.9,2.4,1.0,1.0,0.8
1993-1994,1,32,1994-04-07,Dep. La Coruña,Atlético Madrid,2:1,1994,4,3,2.0,1.0,1,0,1.4,0.4,1.8,2.6,1.6,1.5,1.4,0.4,1.8,2.6
1993-1994,1,33,1994-04-09,Athletic,Real Madrid,2:1,1994,4,5,2.0,1.0,1,0,2.6,1.0,1.2,2.0,1.9,1.5,2.6,1.0,1.2,2.0
1993-1994,1,33,1994-04-09,Sporting Gijón,Sevilla FC,0:1,1994,4,5,0.0,1.0,2,2,1.6,0.8,0.8,1.4,1.2000000000000002,1.1,1.6,0.8,0.8,1.4
1993-1994,1,33,1994-04-09,CD Logroñés,Barcelona,0:0,1994,4,5,0.0,0.0,X,1,1.2,1.0,2.4,1.2,1.7999999999999998,1.1,1.2,1.0,2.4,1.2
1993-1994,1,33,1994-04-10,Rayo Vallecano,Real Zaragoza,1:2,1994,4,6,1.0,2.0,2,2,0.8,0.6,1.4,2.2,1.1,1.4000000000000001,1.0,0.0,1.0,1.2
1993-1994,1,33,1994-04-10,UE Lleida,CA Osasuna,1:2,1994,4,6,1.0,2.0,2,2,1.0,1.0,0.4,1.4,0.7,1.2,1.6,2.0,0.6,2.0
1993-1994,1,33,1994-04-10,Valencia,Albacete,4:0,1994,4,6,4.0,0.0,1,0,0.6,1.8,1.0,0.6,0.8,1.2,2.2,0.8,1.4,1.4
1993-1994,1,33,1994-04-10,CD Tenerife,Real Valladolid,0:2,1994,4,6,0.0,2.0,2,2,2.0,1.8,0.6,1.4,1.3,1.6,1.0,1.0,0.4,1.4
1993-1994,1,33,1994-04-10,Racing,Dep. La Coruña,0:1,1994,4,6,0.0,1.0,2,2,2.2,0.8,1.4,1.4,1.8,1.1,0.6,1.8,1.0,0.6
1993-1994,1,33,1994-04-10,Atlético Madrid,Real Oviedo,0:3,1994,4,6,0.0,3.0,2,2,1.0,0.0,1.0,1.2,1.0,0.6,0.8,0.6,1.4,2.2
1993-1994,1,33,1994-04-10,Celta de Vigo,Real Sociedad,3:2,1994,4,6,3.0,2.0,1,0,1.6,2.0,0.6,2.0,1.1,2.0,2.0,1.8,0.6,1.4
1993-1994,1,36,1994-05-01,Real Zaragoza,Celta de Vigo,4:1,1994,5,6,4.0,1.0,1,0,2.4,0.8,0.8,1.4,1.6,1.1,2.4,0.8,0.8,1.4
1993-1994,1,36,1994-05-01,Atlético Madrid,CD Tenerife,2:0,1994,5,6,2.0,0.0,1,0,1.0,0.6,1.0,1.4,1.0,1.0,1.0,0.6,1.0,1.4
1993-1994,1,36,1994-05-01,Real Valladolid,CD Logroñés,2:0,1994,5,6,2.0,0.0,1,0,1.0,1.0,1.2,2.4,1.1,1.7,1.0,1.0,1.2,2.4
1993-1994,1,36,1994-05-01,Racing,Athletic,2:2,1994,5,6,2.0,2.0,X,1,1.8,1.0,1.4,2.4,1.6,1.7,1.8,1.0,1.4,2.4
1993-1994,1,36,1994-05-01,Real Sociedad,Sevilla FC,0:0,1994,5,6,0.0,0.0,X,1,1.2,1.2,1.0,1.4,1.1,1.2999999999999998,1.2,1.2,1.0,1.4
1993-1994,1,36,1994-05-01,Real Oviedo,UE Lleida,0:0,1994,5,6,0.0,0.0,X,1,2.4,1.8,1.2,0.8,1.7999999999999998,1.3,1.2,0.8,0.6,1.6
1993-1994,1,36,1994-05-01,CA Osasuna,Valencia,3:3,1994,5,6,3.0,3.0,X,1,1.2,0.8,0.6,1.6,0.8999999999999999,1.2000000000000002,3.0,1.6,1.0,3.0
1993-1994,1,36,1994-05-01,Barcelona,Sporting Gijón,4:0,1994,5,6,4.0,0.0,1,0,3.0,1.6,1.0,3.0,2.0,2.3,2.2,1.8,1.4,2.4
1993-1994,1,36,1994-05-01,Albacete,Real Madrid,1:4,1994,5,6,1.0,4.0,2,2,2.2,1.8,1.4,2.4,1.8,2.1,2.4,1.8,1.2,0.8
1993-1994,1,37,1994-05-07,Real Madrid,Barcelona,0:1,1994,5,5,0.0,1.0,2,2,2.2,0.8,1.8,0.8,2.0,0.8,2.2,0.8,1.8,0.8
1993-1994,1,37,1994-05-08,Celta de Vigo,CA Osasuna,4:0,1994,5,6,4.0,0.0,1,0,2.2,2.0,0.8,1.4,1.5,1.7,0.8,1.0,1.2,0.8
1993-1994,1,37,1994-05-08,CD Tenerife,Racing,1:0,1994,5,6,1.0,0.0,1,0,1.6,1.6,1.4,1.2,1.5,1.4,0.8,0.6,1.4,0.8
1993-1994,1,37,1994-05-08,Sporting Gijón,Real Zaragoza,0:3,1994,5,6,0.0,3.0,2,2,1.4,0.6,1.4,2.0,1.4,1.3,0.8,0.8,1.4,2.0
1993-1994,1,37,1994-05-08,Valencia,Real Valladolid,5:1,1994,5,6,5.0,1.0,1,0,1.4,1.2,1.0,1.2,1.2,1.2,2.4,1.4,0.8,1.4
1993-1994,1,37,1994-05-08,UE Lleida,Atlético Madrid,0:1,1994,5,6,0.0,1.0,2,2,1.2,1.2,1.8,2.8,1.5,2.0,1.4,1.2,1.0,1.2
1993-1994,1,37,1994-05-08,Rayo Vallecano,Real Oviedo,0:0,1994,5,6,0.0,0.0,X,1,0.8,1.0,1.2,0.8,1.0,0.9,1.4,0.6,1.4,2.0
1993-1994,1,37,1994-05-08,Real Sociedad,Athletic,0:0,1994,5,6,0.0,0.0,X,1,0.8,0.8,1.4,2.0,1.1,1.4,1.6,1.6,1.4,1.2
1993-1994,1,37,1994-05-08,CD Logroñés,Dep. La Coruña,0:2,1994,5,6,0.0,2.0,2,2,0.8,0.6,1.4,0.8,1.1,0.7,2.2,2.0,0.8,1.4
1993-1994,1,37,1994-05-08,Sevilla FC,Albacete,2:0,1994,5,6,2.0,0.0,1,0,2.4,1.4,0.8,1.4,1.6,1.4,1.2,1.2,1.8,2.8
1994-1995,1,1,1994-09-03,Sevilla FC,Real Madrid,1:4,1994,9,5,1.0,4.0,2,2,2.2,1.2,1.6,2.6,1.9000000000000001,1.9,2.2,1.2,1.6,2.6
1994-1995,1,1,1994-09-04,SD Compostela,Real Sociedad,0:2,1994,9,6,0.0,2.0,2,2,1.5,1.5,0.6,2.0,1.05,1.75,,,0.6,2.0
1994-1995,1,1,1994-09-04,Sporting Gijón,Barcelona,2:1,1994,9,6,2.0,1.0,1,0,1.0,1.2,1.2,0.8,1.1,1.0,1.0,1.2,1.2,0.8
1994-1995,1,1,1994-09-04,Atlético Madrid,Valencia,2:4,1994,9,6,2.0,4.0,2,2,0.8,0.6,1.2,1.8,1.0,1.2,0.8,0.6,1.2,1.8
1994-1995,1,1,1994-09-04,Real Zaragoza,CD Tenerife,2:2,1994,9,6,2.0,2.0,X,1,2.8,0.8,0.4,1.4,1.5999999999999999,1.1,2.8,0.8,0.4,1.4
1994-1995,1,1,1994-09-04,Racing,Real Valladolid,0:0,1994,9,6,0.0,0.0,X,1,2.0,1.0,1.2,2.0,1.6,1.5,2.0,1.0,1.2,2.0
1994-1995,1,1,1994-09-04,Albacete,Celta de Vigo,1:1,1994,9,6,1.0,1.0,X,1,2.0,2.0,1.0,2.2,1.5,2.1,2.0,2.0,1.0,2.2
1994-1995,1,1,1994-09-04,Athletic,Dep. La Coruña,0:2,1994,9,6,0.0,2.0,2,2,2.4,0.8,1.6,0.8,2.0,0.8,2.4,0.8,1.6,0.8
1994-1995,1,1,1994-09-04,Espanyol,Real Oviedo,4:2,1994,9,6,4.0,2.0,1,0,1.0,1.2,1.2,0.4,1.1,0.8,1.0,1.2,1.2,0.4
1994-1995,1,1,1994-09-04,CD Logroñés,Real Betis,0:0,1994,9,6,0.0,0.0,X,1,0.8,1.0,1.2,3.0,1.0,2.0,0.8,1.0,1.2,3.0
1994-1995,1,2,1994-09-10,Celta de Vigo,Athletic,1:1,1994,9,5,1.0,1.0,X,1,2.8,1.2,1.2,1.8,2.0,1.5,1.8,1.4,1.6,2.2
1994-1995,1,2,1994-09-10,Dep. La Coruña,Sporting Gijón,2:1,1994,9,5,2.0,1.0,1,0,1.8,0.4,0.6,3.6,1.2,2.0,3.4,1.2,1.2,1.0
1994-1995,1,2,1994-09-10,Real Madrid,CD Logroñés,2:0,1994,9,5,2.0,0.0,1,0,2.2,1.0,1.0,2.2,1.6,1.6,2.2,1.0,1.0,2.2
1994-1995,1,2,1994-09-10,Barcelona,Racing,2:1,1994,9,5,2.0,1.0,1,0,3.4,1.2,1.2,1.0,2.3,1.1,1.8,0.4,0.6,3.6
1994-1995,1,2,1994-09-10,CD Tenerife,Atlético Madrid,1:0,1994,9,5,1.0,0.0,1,0,1.8,1.4,1.6,2.2,1.7000000000000002,1.8,2.8,1.2,1.2,1.8
1994-1995,1,2,1994-09-11,Real Sociedad,Real Zaragoza,1:2,1994,9,6,1.0,2.0,2,2,0.6,0.2,2.0,1.8,1.3,1.0,0.6,0.2,2.0,1.8
1994-1995,1,2,1994-09-11,Real Oviedo,SD Compostela,2:2,1994,9,6,2.0,2.0,X,1,2.2,1.6,1.5,1.5,1.85,1.55,2.2,1.6,,
1994-1995,1,2,1994-09-11,Real Valladolid,Espanyol,0:4,1994,9,6,0.0,4.0,2,2,1.4,1.0,0.6,2.4,1.0,1.7,1.4,1.0,0.6,2.4
1994-1995,1,2,1994-09-11,Real Betis,Albacete,4:1,1994,9,6,4.0,1.0,1,0,1.4,1.4,0.0,1.6,0.7,1.5,1.4,1.4,0.0,1.6
1994-1995,1,2,1994-09-11,Valencia,Sevilla FC,0:1,1994,9,6,0.0,1.0,2,2,2.4,0.6,0.6,1.0,1.5,0.8,2.4,0.6,0.6,1.0
1994-1995,1,5,1994-10-01,Valencia,Real Oviedo,1:0,1994,10,5,1.0,0.0,1,0,2.4,0.8,1.2,1.0,1.7999999999999998,0.9,2.4,0.8,1.2,1.0
1994-1995,1,5,1994-10-01,SD Compostela,Dep. La Coruña,0:1,1994,10,5,0.0,1.0,2,2,0.0,2.0,2.0,0.8,1.0,1.4,0.0,2.0,2.0,0.8
1994-1995,1,5,1994-10-02,Racing,Real Betis,0:0,1994,10,6,0.0,0.0,X,1,1.8,1.0,1.0,2.4,1.4,1.7,2.8,1.0,1.4,0.8
1994-1995,1,5,1994-10-02,Atlético Madrid,Real Valladolid,6:0,1994,10,6,6.0,0.0,1,0,1.2,1.4,1.2,2.0,1.2,1.7,2.2,0.8,0.8,2.2
1994-1995,1,5,1994-10-02,Sevilla FC,Albacete,0:2,1994,10,6,0.0,2.0,2,2,2.2,1.6,0.2,2.0,1.2000000000000002,1.8,0.8,1.0,2.4,1.8
1994-1995,1,5,1994-10-02,Espanyol,Celta de Vigo,0:0,1994,10,6,0.0,0.0,X,1,1.2,1.4,1.0,2.0,1.1,1.7,1.8,1.2,1.0,1.8
1994-1995,1,5,1994-10-02,Sporting Gijón,Real Madrid,1:0,1994,10,6,1.0,0.0,1,0,0.8,1.0,2.4,1.8,1.6,1.4,2.2,1.6,0.2,2.0
1994-1995,1,5,1994-10-02,Athletic,CD Logroñés,1:0,1994,10,6,1.0,0.0,1,0,2.2,0.8,0.8,2.2,1.5,1.5,1.2,1.4,1.2,2.0
1994-1995,1,5,1994-10-02,CD Tenerife,Real Sociedad,3:0,1994,10,6,3.0,0.0,1,0,1.8,1.2,1.0,1.8,1.4,1.5,1.8,1.0,1.0,2.4
1994-1995,1,5,1994-10-02,Real Zaragoza,Barcelona,2:1,1994,10,6,2.0,1.0,1,0,2.8,1.0,1.4,0.8,2.0999999999999996,0.9,1.2,1.4,1.0,2.0
1994-1995,1,6,1994-10-08,Barcelona,Atlético Madrid,4:3,1994,10,5,4.0,3.0,1,0,2.8,1.4,1.4,2.2,2.0999999999999996,1.8,2.8,1.4,1.4,2.2
1994-1995,1,6,1994-10-09,Albacete,Athletic,1:2,1994,10,6,1.0,2.0,2,2,1.6,2.0,1.2,1.6,1.4,1.8,1.8,1.2,1.4,1.8
1994-1995,1,6,1994-10-09,Real Valladolid,Valencia,2:0,1994,10,6,2.0,0.0,1,0,1.0,1.8,1.8,1.6,1.4,1.7000000000000002,2.8,1.4,2.0,2.0
1994-1995,1,6,1994-10-09,Real Sociedad,Sevilla FC,0:0,1994,10,6,0.0,0.0,X,1,0.4,0.4,0.8,0.6,0.6000000000000001,0.5,2.0,0.6,2.2,1.6
1994-1995,1,6,1994-10-09,Real Oviedo,CD Tenerife,1:2,1994,10,6,1.0,2.0,2,2,1.6,2.0,0.8,1.4,1.2000000000000002,1.7,2.2,1.0,1.4,1.2
1994-1995,1,6,1994-10-09,CD Logroñés,Sporting Gijón,1:3,1994,10,6,1.0,3.0,2,2,0.6,0.6,0.8,3.4,0.7,2.0,0.6,0.6,0.8,3.4
1994-1995,1,6,1994-10-09,Real Madrid,Racing,3:1,1994,10,6,3.0,1.0,1,0,2.2,1.0,1.4,1.2,1.8,1.1,0.4,0.4,0.8,0.6
1994-1995,1,6,1994-10-09,Dep. La Coruña,Real Zaragoza,3:3,1994,10,6,3.0,3.0,X,1,2.0,0.6,2.2,1.6,2.1,1.1,1.0,1.8,1.8,1.6
1994-1995,1,6,1994-10-09,Celta de Vigo,SD Compostela,1:2,1994,10,6,1.0,2.0,2,2,2.8,1.4,2.0,2.0,2.4,1.7,1.6,2.0,1.2,1.6
1994-1995,1,6,1994-10-09,Real Betis,Espanyol,3:1,1994,10,6,3.0,1.0,1,0,1.8,1.2,1.4,1.8,1.6,1.5,1.6,2.0,0.8,1.4
1994-1995,1,10,1994-11-05,Real Madrid,Atlético Madrid,4:2,1994,11,5,4.0,2.0,1,0,2.4,1.2,1.6,2.4,2.0,1.7999999999999998,2.4,1.2,1.6,2.4
1994-1995,1,10,1994-11-06,Sporting Gijón,Racing,2:3,1994,11,6,2.0,3.0,2,2,0.6,1.0,1.2,1.6,0.8999999999999999,1.3,2.4,1.4,1.2,1.4
1994-1995,1,10,1994-11-06,Real Valladolid,Sevilla FC,0:4,1994,11,6,0.0,4.0,2,2,1.2,1.6,0.6,0.2,0.8999999999999999,0.9,2.0,1.2,1.0,2.4
1994-1995,1,10,1994-11-06,Real Betis,Valencia,1:1,1994,11,6,1.0,1.0,X,1,1.8,1.0,1.6,1.8,1.7000000000000002,1.4,1.4,2.0,2.0,1.5
1994-1995,1,10,1994-11-06,Barcelona,Real Oviedo,1:0,1994,11,6,1.0,0.0,1,0,3.2,1.4,1.0,1.0,2.1,1.2,0.6,1.0,2.6,2.0
1994-1995,1,10,1994-11-06,CD Logroñés,Real Zaragoza,0:0,1994,11,6,0.0,0.0,X,1,0.6,1.0,2.6,2.0,1.6,1.5,2.4,0.8,1.4,2.0
1994-1995,1,10,1994-11-06,Celta de Vigo,CD Tenerife,3:2,1994,11,6,3.0,2.0,1,0,2.4,1.4,1.2,1.4,1.7999999999999998,1.4,1.8,1.0,1.6,1.8
1994-1995,1,10,1994-11-06,Albacete,SD Compostela,1:3,1994,11,6,1.0,3.0,2,2,1.4,2.0,2.0,1.5,1.7,1.75,0.6,1.0,1.2,1.6
1994-1995,1,10,1994-11-06,Athletic,Espanyol,1:3,1994,11,6,1.0,3.0,2,2,2.4,0.8,1.4,2.0,1.9,1.4,3.2,1.4,1.0,1.0
1994-1995,1,10,1994-11-06,Dep. La Coruña,Real Sociedad,3:1,1994,11,6,3.0,1.0,1,0,2.0,1.2,1.0,2.4,1.5,1.7999999999999998,1.2,1.6,0.6,0.2
1994-1995,1,13,1994-12-03,Barcelona,Dep. La Coruña,1:1,1994,12,5,1.0,1.0,X,1,2.4,0.8,2.2,0.4,2.3,0.6000000000000001,2.4,0.8,2.2,0.4
1994-1995,1,13,1994-12-03,Atlético Madrid,Athletic,2:1,1994,12,5,2.0,1.0,1,0,2.4,1.4,1.0,1.4,1.7,1.4,2.4,1.4,1.0,1.4
1994-1995,1,13,1994-12-03,Valencia,Albacete,3:3,1994,12,5,3.0,3.0,X,1,2.2,0.6,0.6,2.0,1.4000000000000001,1.3,2.2,0.6,0.6,2.0
1994-1995,1,13,1994-12-03,Real Sociedad,Real Madrid,1:1,1994,12,5,1.0,1.0,X,1,0.2,0.4,2.2,1.6,1.2000000000000002,1.0,0.2,0.4,2.2,1.6
1994-1995,1,13,1994-12-04,CD Tenerife,CD Logroñés,4:0,1994,12,6,4.0,0.0,1,0,2.0,1.0,0.4,2.0,1.2,1.5,2.0,1.0,0.4,2.0
1994-1995,1,13,1994-12-04,Sevilla FC,Espanyol,3:0,1994,12,6,3.0,0.0,1,0,2.0,2.0,1.8,1.4,1.9,1.7,2.4,1.0,1.2,3.2
1994-1995,1,13,1994-12-04,Real Zaragoza,Sporting Gijón,3:2,1994,12,6,3.0,2.0,1,0,2.4,1.0,1.2,3.2,1.7999999999999998,2.1,0.0,1.5,1.6,1.6
1994-1995,1,13,1994-12-04,SD Compostela,Racing,2:1,1994,12,6,2.0,1.0,1,0,0.0,1.5,1.6,1.6,0.8,1.55,1.6,1.8,0.8,2.2
1994-1995,1,13,1994-12-04,Real Oviedo,Real Betis,0:0,1994,12,6,0.0,0.0,X,1,1.6,1.8,0.8,2.2,1.2000000000000002,2.0,0.8,2.2,0.8,2.0
1994-1995,1,13,1994-12-04,Real Valladolid,Celta de Vigo,1:1,1994,12,6,1.0,1.0,X,1,0.8,2.2,0.8,2.0,0.8,2.1,2.0,2.0,1.8,1.4
1994-1995,1,14,1994-12-10,Athletic,Valencia,2:1,1994,12,5,2.0,1.0,1,0,2.2,1.2,1.6,1.6,1.9000000000000001,1.4,2.2,1.2,1.6,1.6
1994-1995,1,14,1994-12-11,Racing,Real Zaragoza,0:1,1994,12,6,0.0,1.0,2,2,1.0,0.8,2.0,1.0,1.5,0.9,1.6,0.8,0.6,2.6
1994-1995,1,14,1994-12-11,Dep. La Coruña,Sevilla FC,5:1,1994,12,6,5.0,1.0,1,0,2.2,1.4,1.2,0.0,1.7000000000000002,0.7,0.2,1.0,1.0,2.2
1994-1995,1,14,1994-12-11,Espanyol,SD Compostela,2:0,1994,12,6,2.0,0.0,1,0,1.0,1.2,2.3333333333333335,1.3333333333333333,1.6666666666666667,1.2666666666666666,1.0,1.6,1.4,2.2
1994-1995,1,14,1994-12-11,Real Madrid,Real Oviedo,2:0,1994,12,6,2.0,0.0,1,0,2.2,1.2,1.0,1.2,1.6,1.2,1.2,2.4,1.2,1.8
1994-1995,1,14,1994-12-11,Celta de Vigo,Barcelona,2:4,1994,12,6,2.0,4.0,2,2,2.4,1.4,1.0,1.0,1.7,1.2,2.4,1.4,1.0,1.0
1994-1995,1,14,1994-12-11,Real Betis,Real Valladolid,1:2,1994,12,6,1.0,2.0,2,2,1.6,0.8,0.6,2.6,1.1,1.7000000000000002,1.0,1.2,2.3333333333333335,1.3333333333333333
1994-1995,1,14,1994-12-11,Sporting Gijón,Atlético Madrid,0:2,1994,12,6,0.0,2.0,2,2,1.0,1.6,1.4,2.2,1.2,1.9000000000000001,2.2,1.4,1.2,0.0
1994-1995,1,14,1994-12-11,CD Logroñés,Real Sociedad,0:4,1994,12,6,0.0,4.0,2,2,0.2,1.0,1.0,2.2,0.6,1.6,1.0,0.8,2.0,1.0
1994-1995,1,14,1994-12-11,Albacete,CD Tenerife,2:1,1994,12,6,2.0,1.0,1,0,1.2,2.4,1.2,1.8,1.2,2.1,2.2,1.2,1.0,1.2
1994-1995,1,16,1995-01-07,Real Madrid,Barcelona,5:0,1995,1,5,5.0,0.0,1,0,2.2,0.8,1.4,1.2,1.8,1.0,2.2,0.8,1.4,1.2
1994-1995,1,16,1995-01-08,Espanyol,Atlético Madrid,2:0,1995,1,6,2.0,0.0,1,0,1.4,1.2,1.6,1.8,1.5,1.5,2.2,1.8,1.2,1.0
1994-1995,1,16,1995-01-08,Real Betis,Dep. La Coruña,0:0,1995,1,6,0.0,0.0,X,1,1.8,1.2,1.4,0.2,1.6,0.7,1.0,1.8,1.4,2.0
1994-1995,1,16,1995-01-08,Racing,Valencia,3:2,1995,1,6,3.0,2.0,1,0,0.4,0.8,1.8,2.0,1.1,1.4,1.2,1.4,1.8,1.8
1994-1995,1,16,1995-01-08,SD Compostela,Real Zaragoza,3:2,1995,1,6,3.0,2.0,1,0,0.6666666666666666,1.3333333333333333,1.8,0.8,1.2333333333333334,1.0666666666666667,0.2,1.8,1.0,2.4
1994-1995,1,16,1995-01-08,Albacete,Real Oviedo,1:0,1995,1,6,1.0,0.0,1,0,1.2,2.2,0.4,1.6,0.8,1.9000000000000001,1.2,2.2,0.4,1.6
1994-1995,1,16,1995-01-08,CD Logroñés,Real Valladolid,0:0,1995,1,6,0.0,0.0,X,1,0.2,1.8,1.0,2.4,0.6,2.1,0.4,0.8,1.8,2.0
1994-1995,1,16,1995-01-08,Athletic,Real Sociedad,0:0,1995,1,6,0.0,0.0,X,1,1.2,1.4,1.8,1.8,1.5,1.6,1.8,1.2,1.4,0.2
1994-1995,1,16,1995-01-08,Sporting Gijón,CD Tenerife,1:1,1995,1,6,1.0,1.0,X,1,1.0,1.8,1.4,2.0,1.2,1.9,1.4,1.2,1.6,1.8
1994-1995,1,16,1995-01-08,Celta de Vigo,Sevilla FC,0:0,1995,1,6,0.0,0.0,X,1,2.2,1.8,1.2,1.0,1.7000000000000002,1.4,0.6666666666666666,1.3333333333333333,1.8,0.8
1994-1995,1,20,1995-02-04,Dep. La Coruña,Athletic,0:0,1995,2,5,0.0,0.0,X,1,3.0,1.4,1.2,1.2,2.1,1.2999999999999998,3.0,1.4,1.2,1.2
1994-1995,1,20,1995-02-05,Real Oviedo,Espanyol,3:0,1995,2,6,3.0,0.0,1,0,1.2,0.8,1.6,1.8,1.4,1.3,1.8,1.0,0.4,2.2
1994-1995,1,20,1995-02-05,Real Madrid,Sevilla FC,2:0,1995,2,6,2.0,0.0,1,0,3.2,0.6,1.2,1.0,2.2,0.8,1.4,1.8,1.2,2.6
1994-1995,1,20,1995-02-05,Real Valladolid,Racing,1:1,1995,2,6,1.0,1.0,X,1,1.0,1.8,1.2,2.0,1.1,1.9,2.6,1.0,1.4,2.2
1994-1995,1,20,1995-02-05,Real Sociedad,SD Compostela,1:1,1995,2,6,1.0,1.0,X,1,0.4,0.6,1.75,1.5,1.075,1.05,1.8,0.4,1.6,1.4
1994-1995,1,20,1995-02-05,CD Tenerife,Real Zaragoza,2:0,1995,2,6,2.0,0.0,1,0,1.8,0.4,1.6,1.4,1.7000000000000002,0.8999999999999999,2.4,1.0,1.6,2.4
1994-1995,1,20,1995-02-05,Real Betis,CD Logroñés,1:0,1995,2,6,1.0,0.0,1,0,1.8,1.0,0.4,2.2,1.1,1.6,1.0,1.8,1.2,2.0
1994-1995,1,20,1995-02-05,Valencia,Atlético Madrid,0:0,1995,2,6,0.0,0.0,X,1,2.6,1.0,1.4,2.2,2.0,1.6,1.2,0.8,1.6,1.8
1994-1995,1,20,1995-02-05,Celta de Vigo,Albacete,0:0,1995,2,6,0.0,0.0,X,1,1.4,1.8,1.2,2.6,1.2999999999999998,2.2,0.4,0.6,1.75,1.5
1994-1995,1,20,1995-02-05,Barcelona,Sporting Gijón,3:1,1995,2,6,3.0,1.0,1,0,2.4,1.0,1.6,2.4,2.0,1.7,3.2,0.6,1.2,1.0
1994-1995,1,21,1995-02-11,Racing,Barcelona,5:0,1995,2,5,5.0,0.0,1,0,1.0,1.0,1.4,2.2,1.2,1.6,1.0,1.0,1.4,2.2
1994-1995,1,21,1995-02-11,Atlético Madrid,CD Tenerife,3:1,1995,2,5,3.0,1.0,1,0,2.4,1.6,1.6,1.8,2.0,1.7000000000000002,2.4,1.6,1.6,1.8
1994-1995,1,21,1995-02-12,Sevilla FC,Valencia,1:1,1995,2,6,1.0,1.0,X,1,2.0,1.4,1.6,2.0,1.8,1.7,2.0,1.4,1.6,2.0
1994-1995,1,21,1995-02-12,Real Zaragoza,Real Sociedad,1:1,1995,2,6,1.0,1.0,X,1,2.4,1.4,1.4,1.2,1.9,1.2999999999999998,2.4,1.4,1.4,1.2
1994-1995,1,21,1995-02-12,Espanyol,Real Valladolid,3:0,1995,2,6,3.0,0.0,1,0,1.6,0.6,0.6,2.4,1.1,1.5,1.6,0.6,0.6,2.4
1994-1995,1,21,1995-02-12,Athletic,Celta de Vigo,1:1,1995,2,6,1.0,1.0,X,1,0.8,1.2,0.8,2.0,0.8,1.6,0.8,1.2,0.8,2.0
1994-1995,1,21,1995-02-12,Albacete,Real Betis,3:1,1995,2,6,3.0,1.0,1,0,1.2,1.4,0.4,1.4,0.8,1.4,1.2,1.4,0.4,1.4
1994-1995,1,21,1995-02-12,CD Logroñés,Real Madrid,1:4,1995,2,6,1.0,4.0,2,2,0.2,1.4,2.0,1.2,1.1,1.2999999999999998,0.2,1.4,2.0,1.2
1994-1995,1,21,1995-02-12,SD Compostela,Real Oviedo,1:1,1995,2,6,1.0,1.0,X,1,1.25,1.5,0.4,1.8,0.825,1.65,1.25,1.5,0.4,1.8
1994-1995,1,21,1995-02-12,Sporting Gijón,Dep. La Coruña,3:1,1995,2,6,3.0,1.0,1,0,1.2,1.4,1.2,0.2,1.2,0.7999999999999999,1.2,1.4,1.2,0.2
1994-1995,1,24,1995-03-04,Real Oviedo,Valencia,1:0,1995,3,5,1.0,0.0,1,0,1.2,0.8,1.0,1.8,1.1,1.3,1.2,0.8,1.0,1.8
1994-1995,1,24,1995-03-05,Real Betis,Racing,2:0,1995,3,6,2.0,0.0,1,0,1.2,0.8,1.4,2.0,1.2999999999999998,1.4,0.8,2.0,1.4,2.0
1994-1995,1,24,1995-03-05,CD Logroñés,Athletic,0:1,1995,3,6,0.0,1.0,2,2,0.4,2.2,0.8,0.8,0.6000000000000001,1.5,2.2,1.2,1.2,1.6
1994-1995,1,24,1995-03-05,Real Madrid,Sporting Gijón,4:0,1995,3,6,4.0,0.0,1,0,3.2,0.6,1.4,2.6,2.3,1.6,1.6,1.4,1.0,1.4
1994-1995,1,24,1995-03-05,Celta de Vigo,Espanyol,1:2,1995,3,6,1.0,2.0,2,2,1.2,1.6,1.6,2.0,1.4,1.8,0.6,0.8,1.4,2.0
1994-1995,1,24,1995-03-05,Dep. La Coruña,SD Compostela,1:0,1995,3,6,1.0,0.0,1,0,2.6,1.2,1.6,1.4,2.1,1.2999999999999998,2.6,1.2,1.6,1.4
1994-1995,1,24,1995-03-05,Real Sociedad,CD Tenerife,5:2,1995,3,6,5.0,2.0,1,0,0.6,0.8,1.4,2.0,1.0,1.4,1.2,1.6,1.6,2.0
1994-1995,1,24,1995-03-05,Real Valladolid,Atlético Madrid,0:1,1995,3,6,0.0,1.0,2,2,0.8,2.0,1.4,2.0,1.1,2.0,3.2,0.6,1.4,2.6
1994-1995,1,24,1995-03-05,Albacete,Sevilla FC,1:1,1995,3,6,1.0,1.0,X,1,1.6,1.4,1.0,1.4,1.3,1.4,0.4,2.2,0.8,0.8
