season,division,matchday,date,home_team,away_team,score,year,month,weekday,home_goals,away_goals,result,target,home_team_avg_goals_for,home_team_avg_goals_against,away_team_avg_goals_for,away_team_avg_goals_against,avg_goals_for_combined,avg_goals_against_combined,home_team_avg_goals_for,home_team_avg_goals_against,away_team_avg_goals_for,away_team_avg_goals_against
2017-2018,1,28,2018-03-10,Sevilla FC,Valencia,0:2,2018,3,5,0.0,2.0,2,2,2.2,1.0,0.6,1.2,1.4000000000000001,1.1,0.6,0.2,0.4,1.6
2017-2018,1,28,2018-03-10,SD Eibar,Real Madrid,1:2,2018,3,5,1.0,2.0,2,2,2.4,1.8,2.4,1.2,2.4,1.5,0.8,1.0,1.6,1.0
2017-2018,1,28,2018-03-10,Málaga CF,Barcelona,0:2,2018,3,5,0.0,2.0,2,2,0.8,1.0,1.6,1.0,1.2000000000000002,1.0,2.2,1.0,0.6,1.2
2017-2018,1,28,2018-03-10,Getafe,Levante,0:1,2018,3,5,0.0,1.0,2,2,0.6,0.2,0.4,1.6,0.5,0.9,2.4,1.8,2.4,1.2
2017-2018,1,28,2018-03-11,Espanyol,Real Sociedad,2:1,2018,3,6,2.0,1.0,1,0,1.4,1.4,1.4,2.0,1.4,1.7,1.2,0.0,0.4,1.4
2017-2018,1,28,2018-03-11,Atlético Madrid,Celta de Vigo,3:0,2018,3,6,3.0,0.0,1,0,1.4,0.2,1.2,2.4,1.2999999999999998,1.3,1.6,0.8,1.0,1.8
2017-2018,1,28,2018-03-11,UD Las Palmas,Villarreal,0:2,2018,3,6,0.0,2.0,2,2,1.6,0.8,1.0,1.8,1.3,1.3,1.4,0.2,1.2,2.4
2017-2018,1,28,2018-03-11,Athletic,CD Leganés,2:0,2018,3,6,2.0,0.0,1,0,1.2,0.0,0.4,1.4,0.8,0.7,1.4,1.4,1.4,2.0
2017-2018,1,28,2018-03-12,Alavés,Real Betis,1:3,2018,3,0,1.0,3.0,2,2,1.4,0.2,2.0,2.0,1.7,1.1,1.4,0.2,2.0,2.0
2017-2018,1,30,2018-04-01,Espanyol,Alavés,0:0,2018,4,6,0.0,0.0,X,1,1.6,1.2,1.2,1.6,1.4,1.4,1.6,1.2,1.2,1.6
2017-2018,1,30,2018-04-01,CD Leganés,Valencia,0:1,2018,4,6,0.0,1.0,2,2,1.4,0.8,1.0,1.2,1.2,1.0,1.4,0.8,1.0,1.2
2017-2018,1,30,2018-04-01,SD Eibar,Real Sociedad,0:0,2018,4,6,0.0,0.0,X,1,2.6,1.8,0.8,2.0,1.7000000000000002,1.9,2.6,1.8,0.8,2.0
2017-2018,1,30,2018-04-01,Málaga CF,Villarreal,1:0,2018,4,6,1.0,0.0,1,0,0.2,1.4,1.2,1.8,0.7,1.6,0.2,1.4,1.2,1.8
2017-2018,1,30,2018-04-01,Atlético Madrid,Dep. La Coruña,1:0,2018,4,6,1.0,0.0,1,0,1.8,0.2,0.6,2.8,1.2,1.5,1.8,0.2,0.6,2.8
2017-2018,1,30,2018-04-02,Getafe,Real Betis,0:1,2018,4,0,0.0,1.0,2,2,0.4,0.2,1.8,1.4,1.1,0.7999999999999999,0.4,0.2,1.8,1.4
2017-2018,1,31,2018-04-06,Dep. La Coruña,Málaga CF,3:2,2018,4,4,3.0,2.0,1,0,0.8,1.4,0.4,1.2,0.6000000000000001,1.2999999999999998,0.8,1.4,0.4,1.2
2017-2018,1,31,2018-04-07,Alavés,Getafe,2:0,2018,4,5,2.0,0.0,1,0,1.4,0.8,1.0,1.6,1.2,1.2000000000000002,1.4,0.8,1.0,1.6
2017-2018,1,31,2018-04-07,Celta de Vigo,Sevilla FC,4:0,2018,4,5,4.0,0.0,1,0,2.0,1.2,0.8,3.8,1.4,2.5,2.0,1.2,0.8,3.8
2017-2018,1,31,2018-04-07,Real Betis,SD Eibar,2:0,2018,4,5,2.0,0.0,1,0,0.8,1.0,1.0,1.0,0.9,1.0,0.8,1.0,1.0,1.0
2017-2018,1,31,2018-04-07,Barcelona,CD Leganés,3:1,2018,4,5,3.0,1.0,1,0,1.6,0.6,0.2,1.6,0.9,1.1,1.6,0.6,0.2,1.6
2017-2018,1,31,2018-04-08,Levante,UD Las Palmas,2:1,2018,4,6,2.0,1.0,1,0,1.4,1.6,0.2,2.0,0.7999999999999999,1.8,2.8,1.6,1.2,0.8
2017-2018,1,31,2018-04-08,Real Madrid,Atlético Madrid,1:1,2018,4,6,1.0,1.0,X,1,3.6,0.6,0.6,0.2,2.1,0.4,2.4,0.6,1.0,1.4
2017-2018,1,31,2018-04-08,Real Sociedad,Girona,5:0,2018,4,6,5.0,0.0,1,0,2.8,1.6,1.2,0.8,2.0,1.2000000000000002,1.4,1.6,0.2,2.0
2017-2018,1,31,2018-04-08,Valencia,Espanyol,1:0,2018,4,6,1.0,0.0,1,0,2.4,0.6,1.0,1.4,1.7,1.0,3.6,0.6,0.6,0.2
2017-2018,1,31,2018-04-09,Villarreal,Athletic,1:3,2018,4,0,1.0,3.0,2,2,0.8,1.4,1.0,2.2,0.9,1.8,0.8,1.4,1.0,2.2
2017-2018,1,36,2018-05-04,Sevilla FC,Real Sociedad,1:0,2018,5,4,1.0,0.0,1,0,1.6,1.4,0.6,1.6,1.1,1.5,1.6,1.4,0.6,1.6
2017-2018,1,36,2018-05-05,Villarreal,Valencia,1:0,2018,5,5,1.0,0.0,1,0,0.6,2.0,1.2,0.6,0.8999999999999999,1.3,0.6,2.0,1.2,0.6
2017-2018,1,36,2018-05-05,Athletic,Real Betis,2:0,2018,5,5,2.0,0.0,1,0,1.2,0.0,2.0,1.2,1.6,0.6,1.2,0.0,2.0,1.2
2017-2018,1,36,2018-05-05,Celta de Vigo,Dep. La Coruña,1:1,2018,5,5,1.0,1.0,X,1,2.6,1.2,0.2,2.2,1.4000000000000001,1.7000000000000002,2.6,1.2,0.2,2.2
2017-2018,1,36,2018-05-05,Girona,SD Eibar,1:4,2018,5,5,1.0,4.0,2,2,2.0,1.0,0.8,0.8,1.4,0.9,2.0,1.0,0.8,0.8
2017-2018,1,36,2018-05-06,Barcelona,Real Madrid,2:2,2018,5,6,2.0,2.0,X,1,1.8,0.6,2.0,1.0,1.9,0.8,1.8,0.2,1.0,1.4
2017-2018,1,36,2018-05-06,UD Las Palmas,Getafe,0:1,2018,5,6,0.0,1.0,2,2,0.8,1.0,0.6,1.8,0.7,1.4,0.2,0.8,1.2,1.4
2017-2018,1,36,2018-05-06,Málaga CF,Alavés,0:3,2018,5,6,0.0,3.0,2,2,0.2,0.8,1.2,1.4,0.7,1.1,1.8,0.6,2.0,1.0
2017-2018,1,36,2018-05-06,Atlético Madrid,Espanyol,0:2,2018,5,6,0.0,2.0,2,2,1.8,0.2,1.0,1.4,1.4,0.7999999999999999,0.8,1.0,0.6,1.8
2017-2018,1,36,2018-05-07,CD Leganés,Levante,0:3,2018,5,0,0.0,3.0,2,2,1.2,0.6,0.4,1.4,0.8,1.0,1.2,0.6,0.4,1.4
2017-2018,1,34,2018-05-09,Sevilla FC,Real Madrid,3:2,2018,5,2,3.0,2.0,1,0,1.4,1.4,1.6,1.4,1.5,1.4,1.4,1.4,1.6,1.4
2017-2018,1,34,2018-05-09,Barcelona,Villarreal,5:1,2018,5,2,5.0,1.0,1,0,1.8,0.6,1.0,2.0,1.4,1.3,1.8,0.6,1.0,2.0
2017-2018,1,37,2018-05-12,Getafe,Atlético Madrid,0:1,2018,5,5,0.0,1.0,2,2,0.2,0.4,0.8,0.4,0.5,0.4,2.4,1.0,0.4,1.8
2017-2018,1,37,2018-05-12,Alavés,Athletic,3:1,2018,5,5,3.0,1.0,1,0,1.6,0.8,1.2,1.8,1.4,1.3,3.4,0.8,0.8,2.4
2017-2018,1,37,2018-05-12,Dep. La Coruña,Villarreal,2:4,2018,5,5,2.0,4.0,2,2,1.0,1.0,1.0,2.2,1.0,1.6,1.75,1.75,0.6,0.6
2017-2018,1,37,2018-05-12,Real Sociedad,CD Leganés,3:2,2018,5,5,3.0,2.0,1,0,3.0,0.8,0.2,1.8,1.6,1.3,1.2,0.8,0.8,4.0
2017-2018,1,37,2018-05-12,Girona,Valencia,0:1,2018,5,5,0.0,1.0,2,2,1.75,1.75,0.6,0.6,1.175,1.175,1.0,1.0,1.0,2.2
2017-2018,1,37,2018-05-12,Real Betis,Sevilla FC,2:2,2018,5,5,2.0,2.0,X,1,1.2,0.8,0.8,4.0,1.0,2.4,0.2,0.4,0.8,0.4
2017-2018,1,37,2018-05-12,SD Eibar,UD Las Palmas,1:0,2018,5,5,1.0,0.0,1,0,2.4,1.0,0.4,1.8,1.4,1.4,3.0,0.8,0.2,1.8
2017-2018,1,37,2018-05-12,Real Madrid,Celta de Vigo,6:0,2018,5,5,6.0,0.0,1,0,3.4,0.8,0.8,2.4,2.1,1.6,1.6,0.8,1.2,1.8
2018-2019,1,3,2018-09-01,Celta de Vigo,Atlético Madrid,2:0,2018,9,5,2.0,0.0,1,0,2.2,1.2,0.8,0.4,1.5,0.8,2.2,1.2,0.8,0.4
2018-2019,1,3,2018-09-01,Real Madrid,CD Leganés,4:1,2018,9,5,4.0,1.0,1,0,4.0,0.8,0.6,1.8,2.3,1.3,4.0,0.8,0.6,1.8
2018-2019,1,3,2018-09-02,Levante,Valencia,2:2,2018,9,6,2.0,2.0,X,1,1.4,1.6,0.8,0.4,1.1,1.0,1.4,1.6,0.8,0.4
2018-2019,1,3,2018-09-02,Alavés,Espanyol,2:1,2018,9,6,2.0,1.0,1,0,1.8,1.0,1.2,0.8,1.5,0.9,1.8,1.0,1.2,0.8
2018-2019,1,3,2018-09-02,Barcelona,SD Huesca,8:2,2018,9,6,8.0,2.0,1,0,2.2,0.8,1.5,1.5,1.85,1.15,1.2,0.8,0.8,3.6
2018-2019,1,3,2018-09-02,Real Betis,Sevilla FC,1:0,2018,9,6,1.0,0.0,1,0,1.2,0.8,0.8,3.6,1.0,2.2,2.2,0.8,,
2018-2019,1,7,2018-10-01,Celta de Vigo,Getafe,1:1,2018,10,0,1.0,1.0,X,1,2.2,0.8,0.4,1.4,1.3,1.1,2.2,0.8,0.4,1.4
2018-2019,1,8,2018-10-05,Athletic,Real Sociedad,1:3,2018,10,4,1.0,3.0,2,2,1.2,0.0,0.6,1.6,0.8999999999999999,0.8,1.2,0.0,0.6,1.6
2018-2019,1,8,2018-10-06,Girona,SD Eibar,2:3,2018,10,5,2.0,3.0,2,2,1.4,1.6,1.6,1.0,1.5,1.3,1.4,1.6,1.6,1.0
2018-2019,1,8,2018-10-06,Getafe,Levante,0:1,2018,10,5,0.0,1.0,2,2,0.2,0.6,1.0,1.4,0.6,1.0,0.2,0.6,1.0,1.4
2018-2019,1,8,2018-10-06,Alavés,Real Madrid,1:0,2018,10,5,1.0,0.0,1,0,1.8,1.0,2.0,2.0,1.9,1.5,1.8,1.0,2.0,2.0
2018-2019,1,8,2018-10-06,CD Leganés,Rayo Vallecano,1:0,2018,10,5,1.0,0.0,1,0,0.6,1.0,1.2,1.8,0.8999999999999999,1.4,0.6,1.0,1.2,1.8
2018-2019,1,8,2018-10-07,Atlético Madrid,Real Betis,1:0,2018,10,6,1.0,0.0,1,0,1.4,0.4,1.0,1.0,1.2,0.7,1.4,0.8,0.8,3.0
2018-2019,1,8,2018-10-07,Real Valladolid,SD Huesca,1:0,2018,10,6,1.0,0.0,1,0,1.0,0.6,2.0,8.0,1.5,4.3,2.0,0.6,1.2,0.8
2018-2019,1,8,2018-10-07,Espanyol,Villarreal,3:1,2018,10,6,3.0,1.0,1,0,0.8,0.6,1.6,2.0,1.2000000000000002,1.3,0.8,0.6,1.6,2.0
2018-2019,1,8,2018-10-07,Valencia,Barcelona,1:1,2018,10,6,1.0,1.0,X,1,2.0,0.6,1.2,0.8,1.6,0.7,1.4,0.4,1.0,1.0
2018-2019,1,8,2018-10-07,Sevilla FC,Celta de Vigo,2:1,2018,10,6,2.0,1.0,1,0,1.4,0.8,0.8,3.0,1.1,1.9,1.0,0.6,2.0,8.0
2018-2019,1,11,2018-11-03,CD Leganés,Atlético Madrid,1:1,2018,11,5,1.0,1.0,X,1,0.6,1.0,0.6,0.8,0.6,0.9,0.6,1.0,0.6,0.8
2018-2019,1,11,2018-11-03,Real Madrid,Real Valladolid,2:0,2018,11,5,2.0,0.0,1,0,3.8,1.0,0.8,1.8,2.3,1.4,3.8,1.0,0.8,1.8
2018-2019,1,11,2018-11-03,Valencia,Girona,0:1,2018,11,5,0.0,1.0,2,2,1.8,0.6,0.8,1.6,1.3,1.1,1.8,0.6,0.8,1.6
2018-2019,1,11,2018-11-03,Rayo Vallecano,Barcelona,2:3,2018,11,5,2.0,3.0,2,2,1.6,1.6,1.4,0.6,1.5,1.1,1.6,1.6,1.4,0.6
2018-2019,1,11,2018-11-04,Villarreal,Levante,1:1,2018,11,6,1.0,1.0,X,1,0.8,1.6,1.2,0.8,1.0,1.2000000000000002,3.0,1.0,0.6,3.4
2018-2019,1,11,2018-11-04,SD Huesca,Getafe,1:1,2018,11,6,1.0,1.0,X,1,1.5,1.5,0.6,1.2,1.05,1.35,2.0,0.8,1.2,1.0
2018-2019,1,11,2018-11-04,SD Eibar,Alavés,2:1,2018,11,6,2.0,1.0,1,0,2.0,0.8,1.2,1.0,1.6,0.9,1.4,0.6,0.6,3.0
2018-2019,1,11,2018-11-04,Real Betis,Celta de Vigo,3:3,2018,11,6,3.0,3.0,X,1,1.4,0.6,0.6,3.0,1.0,1.8,0.8,1.6,1.2,0.8
2018-2019,1,11,2018-11-04,Real Sociedad,Sevilla FC,0:0,2018,11,6,0.0,0.0,X,1,3.0,1.0,0.6,3.4,1.8,2.2,,,0.6,1.2
2018-2019,1,11,2018-11-05,Espanyol,Athletic,1:0,2018,11,0,1.0,0.0,1,0,1.2,0.8,1.2,1.8,1.2,1.3,1.2,0.8,1.2,1.8
2018-2019,1,12,2018-11-09,Levante,Real Sociedad,1:3,2018,11,4,1.0,3.0,2,2,1.6,1.6,0.8,0.8,1.2000000000000002,1.2000000000000002,1.6,1.6,0.8,0.8
2018-2019,1,12,2018-11-10,Real Valladolid,SD Eibar,0:0,2018,11,5,0.0,0.0,X,1,0.8,0.2,1.8,1.2,1.3,0.7,0.8,0.2,1.8,1.2
2018-2019,1,12,2018-11-10,Getafe,Valencia,0:1,2018,11,5,0.0,1.0,2,2,0.0,0.8,1.2,0.6,0.6,0.7,0.0,0.8,1.2,0.6
2018-2019,1,12,2018-11-10,Atlético Madrid,Athletic,3:2,2018,11,5,3.0,2.0,1,0,1.2,0.4,0.8,1.8,1.0,1.1,1.2,0.4,0.8,1.8
2018-2019,1,12,2018-11-10,Girona,CD Leganés,0:0,2018,11,5,0.0,0.0,X,1,1.4,1.6,0.8,2.4,1.1,2.0,1.4,1.6,0.8,2.4
2018-2019,1,12,2018-11-11,Alavés,SD Huesca,2:1,2018,11,6,2.0,1.0,1,0,1.8,1.0,1.0,4.5,1.4,2.75,2.0,0.6,1.6,1.8
2018-2019,1,12,2018-11-11,Sevilla FC,Espanyol,2:1,2018,11,6,2.0,1.0,1,0,1.6,1.0,1.2,1.2,1.4,1.1,3.8,1.2,0.8,1.2
2018-2019,1,12,2018-11-11,Barcelona,Real Betis,3:4,2018,11,6,3.0,4.0,2,2,3.8,1.2,0.8,1.2,2.3,1.2,1.6,1.8,1.6,2.2
2018-2019,1,12,2018-11-11,Rayo Vallecano,Villarreal,2:2,2018,11,6,2.0,2.0,X,1,1.6,1.8,1.6,2.2,1.6,2.0,1.6,1.0,1.2,1.2
2018-2019,1,12,2018-11-11,Celta de Vigo,Real Madrid,2:4,2018,11,6,2.0,4.0,2,2,2.0,0.6,1.6,1.8,1.8,1.2,1.8,1.0,1.0,4.5
2018-2019,1,14,2018-12-01,Celta de Vigo,SD Huesca,2:0,2018,12,5,2.0,0.0,1,0,2.0,1.2,1.0,3.6666666666666665,1.5,2.433333333333333,2.0,1.2,1.0,3.6666666666666665
2018-2019,1,14,2018-12-01,Real Valladolid,CD Leganés,2:4,2018,12,5,2.0,4.0,2,2,0.6,0.2,0.8,2.4,0.7,1.3,0.6,0.2,0.8,2.4
2018-2019,1,14,2018-12-01,Getafe,Espanyol,3:0,2018,12,5,3.0,0.0,1,0,0.0,1.0,1.0,1.2,0.5,1.1,0.0,1.0,1.0,1.2
2018-2019,1,14,2018-12-01,Real Madrid,Valencia,2:0,2018,12,5,2.0,0.0,1,0,3.2,0.6,1.0,0.6,2.1,0.6,3.2,0.6,1.0,0.6
2018-2019,1,14,2018-12-02,Girona,Atlético Madrid,1:1,2018,12,6,1.0,1.0,X,1,1.0,1.6,0.6,1.0,0.8,1.3,4.2,2.0,1.6,2.6
2018-2019,1,14,2018-12-02,Real Betis,Real Sociedad,1:0,2018,12,6,1.0,0.0,1,0,1.6,1.0,1.4,1.0,1.5,1.0,2.0,0.6,0.6,2.4
2018-2019,1,14,2018-12-02,Alavés,Sevilla FC,1:1,2018,12,6,1.0,1.0,X,1,2.0,0.6,0.6,2.4,1.3,1.5,1.0,1.6,0.6,1.0
2018-2019,1,14,2018-12-02,Barcelona,Villarreal,2:0,2018,12,6,2.0,0.0,1,0,4.2,2.0,1.6,2.6,2.9000000000000004,2.3,1.6,1.0,1.4,1.0
2018-2019,1,14,2018-12-03,Levante,Athletic,3:0,2018,12,0,3.0,0.0,1,0,1.6,1.8,1.2,2.0,1.4,1.9,1.6,1.8,1.2,2.0
2018-2019,1,15,2018-12-07,CD Leganés,Getafe,1:1,2018,12,4,1.0,1.0,X,1,0.8,1.0,0.8,1.4,0.8,1.2,0.8,1.0,0.8,1.4
2018-2019,1,15,2018-12-08,Atlético Madrid,Alavés,3:0,2018,12,5,3.0,0.0,1,0,1.6,0.8,1.4,1.0,1.5,0.9,1.6,0.8,1.4,1.0
2018-2019,1,15,2018-12-08,Valencia,Sevilla FC,1:1,2018,12,5,1.0,1.0,X,1,1.4,0.6,0.6,1.6,1.0,1.1,1.4,0.6,0.6,1.6
2018-2019,1,15,2018-12-08,Villarreal,Celta de Vigo,2:3,2018,12,5,2.0,3.0,2,2,0.8,1.6,1.0,3.2,0.9,2.4000000000000004,0.8,1.6,1.0,3.2
2018-2019,1,15,2018-12-08,Espanyol,Barcelona,0:4,2018,12,5,0.0,4.0,2,2,1.4,0.6,1.6,1.0,1.5,0.8,1.4,0.6,1.6,1.0
2018-2019,1,15,2018-12-09,SD Huesca,Real Madrid,0:1,2018,12,6,0.0,1.0,2,2,1.0,1.0,2.0,1.8,1.5,1.4,3.0,0.6,0.8,1.4
2018-2019,1,15,2018-12-09,SD Eibar,Levante,4:4,2018,12,6,4.0,4.0,X,1,1.8,0.8,1.2,0.4,1.5,0.6000000000000001,1.8,1.0,0.8,1.6
2018-2019,1,15,2018-12-09,Real Betis,Rayo Vallecano,2:0,2018,12,6,2.0,0.0,1,0,1.8,1.0,0.8,1.6,1.3,1.3,1.0,1.0,2.0,1.8
2018-2019,1,15,2018-12-09,Real Sociedad,Real Valladolid,1:2,2018,12,6,1.0,2.0,2,2,3.0,0.6,0.8,1.4,1.9,1.0,1.8,0.8,1.2,0.4
2018-2019,1,15,2018-12-10,Athletic,Girona,1:0,2018,12,0,1.0,0.0,1,0,1.4,0.6,0.8,1.6,1.1,1.1,1.4,0.6,0.8,1.6
2018-2019,1,17,2019-01-03,Villarreal,Real Madrid,2:2,2019,1,3,2.0,2.0,X,1,1.0,1.8,1.8,1.6,1.4,1.7000000000000002,1.0,1.8,1.8,1.6
2018-2019,1,18,2019-01-04,Levante,Girona,2:2,2019,1,4,2.0,2.0,X,1,1.8,1.4,0.6,1.4,1.2,1.4,1.8,1.4,0.6,1.4
2018-2019,1,18,2019-01-04,Espanyol,CD Leganés,1:0,2019,1,4,1.0,0.0,1,0,1.2,1.2,1.6,2.4,1.4,1.7999999999999998,1.2,1.2,1.6,2.4
2018-2019,1,18,2019-01-05,Real Valladolid,Rayo Vallecano,0:1,2019,1,5,0.0,1.0,2,2,1.0,1.0,0.4,1.6,0.7,1.3,1.0,1.0,0.4,1.6
2018-2019,1,18,2019-01-05,Alavés,Valencia,2:1,2019,1,5,2.0,1.0,1,0,1.8,0.8,0.8,1.0,1.3,0.9,1.8,0.8,0.8,1.0
2018-2019,1,18,2019-01-05,SD Huesca,Real Betis,2:1,2019,1,5,2.0,1.0,1,0,0.5,1.0,1.6,1.4,1.05,1.2,0.5,1.0,1.6,1.4
2018-2019,1,18,2019-01-06,SD Eibar,Villarreal,0:0,2019,1,6,0.0,0.0,X,1,1.6,1.4,1.6,2.8,1.6,2.0999999999999996,1.6,1.4,1.6,2.8
2018-2019,1,18,2019-01-06,Sevilla FC,Atlético Madrid,1:1,2019,1,6,1.0,1.0,X,1,1.6,1.2,0.8,1.0,1.2000000000000002,1.1,1.6,1.2,0.8,1.0
2018-2019,1,18,2019-01-06,Real Madrid,Real Sociedad,0:2,2019,1,6,0.0,2.0,2,2,3.0,0.4,1.2,0.8,2.1,0.6000000000000001,3.0,0.4,1.2,0.8
2018-2019,1,18,2019-01-06,Getafe,Barcelona,1:2,2019,1,6,1.0,2.0,2,2,0.6,0.8,2.2,0.8,1.4000000000000001,0.8,0.6,0.8,2.2,0.8
2018-2019,1,18,2019-01-07,Celta de Vigo,Athletic,1:2,2019,1,0,1.0,2.0,2,2,1.6,1.2,1.2,2.2,1.4,1.7000000000000002,1.6,1.2,1.2,2.2
2018-2019,1,19,2019-01-11,Rayo Vallecano,Celta de Vigo,4:2,2019,1,4,4.0,2.0,1,0,1.6,2.2,1.4,3.2,1.5,2.7,1.6,2.2,1.4,3.2
2018-2019,1,19,2019-01-12,CD Leganés,SD Huesca,1:0,2019,1,5,1.0,0.0,1,0,0.6,1.2,0.75,3.25,0.675,2.225,1.4,1.8,0.8,1.0
2018-2019,1,19,2019-01-12,Valencia,Real Valladolid,1:1,2019,1,5,1.0,1.0,X,1,1.0,0.6,1.2,1.6,1.1,1.1,0.8,1.8,1.0,1.4
2018-2019,1,19,2019-01-12,Girona,Alavés,1:1,2019,1,5,1.0,1.0,X,1,0.8,1.8,1.0,1.4,0.9,1.6,1.0,0.6,1.2,1.6
2018-2019,1,19,2019-01-12,Villarreal,Getafe,1:2,2019,1,5,1.0,2.0,2,2,1.4,1.8,0.8,1.0,1.1,1.4,0.6,1.2,0.75,3.25
2018-2019,1,22,2019-02-01,SD Huesca,Real Valladolid,4:0,2019,2,4,4.0,0.0,1,0,1.0,1.0,1.2,1.6,1.1,1.3,1.0,1.0,1.2,1.6
2018-2019,1,22,2019-02-02,Levante,Getafe,0:0,2019,2,5,0.0,0.0,X,1,2.0,1.6,1.2,0.8,1.6,1.2000000000000002,2.0,1.6,1.2,0.8
2018-2019,1,22,2019-02-02,Real Sociedad,Athletic,2:1,2019,2,5,2.0,1.0,1,0,2.2,1.0,1.0,2.2,1.6,1.6,2.2,1.0,1.0,2.2
2018-2019,1,22,2019-02-02,Barcelona,Valencia,2:2,2019,2,5,2.0,2.0,X,1,4.0,1.8,1.0,1.2,2.5,1.5,4.0,1.8,1.0,1.2
2018-2019,1,22,2019-02-02,Celta de Vigo,Sevilla FC,1:0,2019,2,5,1.0,0.0,1,0,1.6,1.4,0.8,1.0,1.2000000000000002,1.2,1.6,1.4,0.8,1.0
2018-2019,1,22,2019-02-03,Real Betis,Atlético Madrid,1:0,2019,2,6,1.0,0.0,1,0,1.8,1.0,0.8,1.0,1.3,1.0,1.4,1.0,1.0,1.6
2018-2019,1,22,2019-02-03,Villarreal,Espanyol,2:2,2019,2,6,2.0,2.0,X,1,1.4,1.6,0.8,1.6,1.1,1.6,2.8,0.6,1.0,1.2
2018-2019,1,22,2019-02-03,Real Madrid,Alavés,3:0,2019,2,6,3.0,0.0,1,0,2.8,0.6,1.0,1.2,1.9,0.8999999999999999,1.8,1.0,0.8,1.0
2018-2019,1,22,2019-02-03,SD Eibar,Girona,3:0,2019,2,6,3.0,0.0,1,0,1.4,1.0,1.0,1.6,1.2,1.3,1.4,1.6,0.8,1.6
2018-2019,1,22,2019-02-04,Rayo Vallecano,CD Leganés,1:2,2019,2,0,1.0,2.0,2,2,2.2,1.6,1.4,2.0,1.8,1.8,2.2,1.6,1.4,2.0
2018-2019,1,23,2019-02-08,Real Valladolid,Villarreal,0:0,2019,2,4,0.0,0.0,X,1,0.8,1.2,1.4,1.8,1.1,1.5,0.8,1.2,1.4,1.8
2018-2019,1,23,2019-02-09,Getafe,Celta de Vigo,3:1,2019,2,5,3.0,1.0,1,0,0.8,1.0,1.8,3.4,1.3,2.2,0.8,1.0,1.8,3.4
2018-2019,1,23,2019-02-09,Atlético Madrid,Real Madrid,1:3,2019,2,5,1.0,3.0,2,2,1.6,0.8,1.8,1.6,1.7000000000000002,1.2000000000000002,1.6,0.8,1.8,1.6
2018-2019,1,23,2019-02-09,Espanyol,Rayo Vallecano,2:1,2019,2,5,2.0,1.0,1,0,1.0,1.0,0.4,1.2,0.7,1.1,1.0,1.0,0.4,1.2
2018-2019,1,23,2019-02-09,Girona,SD Huesca,0:2,2019,2,5,0.0,2.0,2,2,0.8,1.2,0.6,2.8,0.7,2.0,0.8,1.2,0.6,2.8
2018-2019,1,23,2019-02-10,Valencia,Real Sociedad,0:0,2019,2,6,0.0,0.0,X,1,0.8,0.8,1.6,0.8,1.2000000000000002,0.8,1.2,0.6,2.4,0.8
2018-2019,1,23,2019-02-10,CD Leganés,Real Betis,3:0,2019,2,6,3.0,0.0,1,0,0.8,1.0,1.2,1.6,1.0,1.3,1.8,1.0,1.6,1.2
2018-2019,1,23,2019-02-10,Athletic,Barcelona,0:0,2019,2,6,0.0,0.0,X,1,1.2,0.6,2.4,0.8,1.7999999999999998,0.7,0.8,1.0,1.2,1.6
2018-2019,1,23,2019-02-10,Sevilla FC,SD Eibar,2:2,2019,2,6,2.0,2.0,X,1,1.8,1.0,1.6,1.2,1.7000000000000002,1.1,0.8,0.8,1.6,0.8
2018-2019,1,23,2019-02-11,Alavés,Levante,2:0,2019,2,0,2.0,0.0,1,0,1.6,0.8,2.0,1.0,1.8,0.9,1.6,0.8,2.0,1.0
2018-2019,1,26,2019-03-01,Rayo Vallecano,Girona,0:2,2019,3,4,0.0,2.0,2,2,2.2,1.8,0.6,2.2,1.4000000000000001,2.0,2.2,1.8,0.6,2.2
2018-2019,1,26,2019-03-02,Espanyol,Real Valladolid,3:1,2019,3,5,3.0,1.0,1,0,1.4,1.2,1.2,2.4,1.2999999999999998,1.7999999999999998,1.4,1.2,1.2,2.4
2018-2019,1,26,2019-03-02,Villarreal,Alavés,1:2,2019,3,5,1.0,2.0,2,2,1.6,2.0,1.0,1.8,1.3,1.9,1.6,2.0,1.0,1.8
2018-2019,1,26,2019-03-02,SD Huesca,Sevilla FC,2:1,2019,3,5,2.0,1.0,1,0,1.75,0.75,0.4,0.8,1.075,0.775,1.75,0.75,0.4,0.8
2018-2019,1,26,2019-03-02,Real Madrid,Barcelona,0:1,2019,3,5,0.0,1.0,2,2,2.2,0.6,2.0,0.8,2.1,0.7,2.2,0.6,2.0,0.8
2018-2019,1,26,2019-03-03,SD Eibar,Celta de Vigo,1:0,2019,3,6,1.0,0.0,1,0,2.0,1.0,2.0,2.8,2.0,1.9,2.0,1.0,2.0,2.8
2018-2019,1,26,2019-03-03,Real Betis,Getafe,1:2,2019,3,6,1.0,2.0,2,2,1.6,0.6,1.0,0.8,1.3,0.7,1.6,0.6,1.0,0.8
2018-2019,1,26,2019-03-03,Real Sociedad,Atlético Madrid,0:2,2019,3,6,0.0,2.0,2,2,2.2,1.0,0.6,1.2,1.4000000000000001,1.1,2.2,1.0,0.6,1.2
2018-2019,1,26,2019-03-03,Valencia,Athletic,2:0,2019,3,6,2.0,0.0,1,0,0.6,0.8,1.0,2.0,0.8,1.4,0.6,0.8,1.0,2.0
